is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,dataset
1,23,2015,8,35,23,2,2,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.688,0,2,Train
1,79,2015,8,35,23,2,3,3,1,0,2,95,2,1,0,0,0,7,7,0,0,250,179,0,2,2.072,0,0,Train
1,41,2015,8,35,23,2,3,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.3152,0,0,Train
1,58,2015,8,35,23,2,3,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.072,0,0,Train
0,62,2015,8,35,23,2,3,2,0,0,0,40,5,2,0,0,0,0,0,0,0,240,179,0,2,1.072,0,0,Train
1,83,2015,8,35,23,2,3,2,2,0,0,95,5,2,0,0,0,7,7,0,0,240,179,0,2,1.832,0,0,Train
0,82,2015,8,35,23,2,3,3,1,0,0,95,2,1,0,0,0,2,2,0,0,250,179,0,2,1.592,0,0,Train
0,69,2015,8,35,23,2,3,1,0,0,0,44,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9,0,1,Train
1,64,2015,8,35,23,2,4,2,0,0,2,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.552,0,0,Train
1,116,2015,8,35,23,2,4,2,0,0,2,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.1952,0,1,Train
0,20,2015,8,35,23,2,5,2,0,0,2,55,4,2,0,0,0,3,3,0,0,142,179,0,0,1.24616,0,0,Train
0,132,2015,8,35,23,2,5,2,0,0,2,95,4,2,0,0,0,0,0,0,0,5,179,0,2,1.0536,1,2,Train
1,33,2015,8,35,23,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.39768,0,2,Train
0,62,2015,8,35,23,2,5,2,0,0,0,55,4,2,0,0,0,0,0,0,0,156,179,0,2,0.8132,0,0,Train
1,127,2015,8,35,23,2,5,2,0,1,2,95,2,1,0,0,0,4,4,0,0,14,179,0,2,1.648,0,4,Train
1,78,2015,8,35,23,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.072,0,1,Train
1,29,2015,8,35,23,2,4,2,0,0,0,95,2,1,0,0,0,3,3,0,0,14,179,0,2,1.612,0,1,Train
1,78,2015,8,35,23,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.072,0,1,Train
1,31,2015,8,35,23,4,6,1,0,0,0,95,2,1,0,0,0,0,0,0,0,14,179,0,2,1.11032,0,0,Train
1,9,2015,8,35,23,4,6,1,1,0,2,95,2,1,0,0,0,0,0,0,0,14,179,0,2,0.976,0,2,Train
0,59,2015,8,35,23,4,10,2,2,0,0,45,5,2,0,0,0,2,2,1,0,241,179,0,2,0.90776,0,1,Train
0,40,2015,8,35,24,1,0,1,0,0,0,95,1,0,0,0,0,0,0,0,0,14,154,0,2,0.796,0,0,Train
0,0,2015,8,35,24,1,0,2,0,0,0,95,5,2,0,0,0,0,5,0,0,240,179,0,2,1.224,0,0,Train
0,30,2015,8,35,24,1,0,3,0,0,0,95,2,1,0,0,0,0,7,0,0,250,179,0,2,1.864,1,1,Train
0,0,2015,8,35,24,1,0,2,0,0,0,95,2,1,0,0,0,0,5,0,0,14,179,0,2,1.224,0,0,Train
1,35,2015,8,35,24,1,1,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.536,0,1,Train
0,84,2015,8,35,24,1,1,2,0,0,0,40,5,2,0,0,0,0,0,0,0,240,179,0,2,1.0608,1,1,Train
1,25,2015,8,35,24,1,1,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.3752,0,1,Train
0,103,2015,8,35,24,1,1,2,0,0,0,95,5,2,0,0,0,3,4,0,0,240,179,0,2,1.232,0,2,Train
1,35,2015,8,35,24,1,2,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.376,0,2,Train
1,26,2015,8,35,24,1,2,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.528,0,2,Train
1,55,2015,8,35,24,1,3,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.186,0,2,Train
0,76,2015,8,35,24,1,3,2,0,0,0,93,5,2,0,0,0,4,4,2,0,240,179,0,2,1.312,0,1,Train
1,102,2015,8,35,24,1,4,3,0,0,2,95,2,1,0,0,0,4,4,0,0,14,179,0,2,1.8528,0,1,Train
0,58,2015,8,35,24,1,4,2,2,0,1,95,2,1,0,0,0,2,2,1,0,250,179,0,2,2.0912,1,0,Train
0,11,2015,8,35,24,1,4,2,0,1,0,95,2,1,0,0,0,3,3,0,0,14,179,0,2,1.5952,0,3,Train
1,33,2015,8,35,24,1,4,2,0,0,2,95,2,1,0,0,0,0,0,0,0,14,179,0,2,1.6768,0,1,Train
0,11,2015,8,35,24,1,4,1,1,0,0,95,2,1,0,0,0,3,3,0,0,14,179,0,2,1.5952,0,2,Train
1,61,2015,8,35,24,1,5,1,0,0,0,95,5,2,0,0,0,3,3,1,0,240,179,0,2,1.20664,0,1,Train
1,89,2015,8,35,24,3,6,1,0,0,0,95,5,2,0,0,0,5,5,0,0,241,179,0,2,1.03416,0,1,Train
1,89,2015,8,35,24,3,6,2,0,0,0,95,5,2,0,0,0,5,5,0,0,241,179,0,2,1.03416,0,1,Train
0,37,2015,8,35,24,3,7,2,0,0,0,45,4,2,0,0,0,4,4,0,0,175,179,0,2,1.07008,0,0,Train
1,70,2015,8,35,24,2,5,2,1,1,1,95,4,2,0,0,0,2,2,1,0,196,179,0,2,1.5816,0,1,Train
1,54,2015,8,35,24,2,5,3,0,0,0,95,2,1,0,0,0,4,4,2,0,14,179,0,2,1.568,0,1,Train
0,69,2015,8,35,25,0,3,2,0,0,0,97,5,2,0,0,0,4,6,0,0,240,179,0,2,1.312,0,2,Train
1,71,2015,8,35,25,0,3,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.232,0,0,Train
1,49,2015,8,35,25,0,3,2,0,0,2,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.75464,0,2,Train
1,50,2015,8,35,25,0,5,2,0,1,2,95,5,2,0,0,0,0,0,1,0,240,179,0,2,1.6064,0,2,Train
1,74,2015,8,35,25,0,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.0416,0,0,Train
1,74,2015,8,35,25,1,5,2,0,0,0,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.51736,0,0,Train
1,118,2015,8,35,25,2,6,2,0,0,2,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.48904,0,0,Train
1,42,2015,8,35,25,2,6,1,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.26704,0,0,Train
1,77,2015,8,35,25,2,7,2,0,0,0,95,2,1,0,0,0,5,5,0,0,250,179,0,2,1.328,0,0,Train
1,84,2015,8,35,25,2,7,2,0,0,2,95,4,2,0,0,0,3,3,0,0,156,179,0,2,1.192,0,0,Train
0,43,2015,8,35,25,2,8,2,2,0,0,97,5,2,0,0,0,6,6,0,0,240,179,0,2,1.6528,0,0,Train
1,73,2015,8,35,25,0,1,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9648,0,1,Train
1,73,2015,8,35,25,0,1,1,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9,0,1,Train
0,21,2015,8,35,26,0,0,2,0,0,0,95,4,2,0,0,0,0,2,0,0,171,179,0,2,0,0,0,Train
0,0,2015,8,35,26,0,1,2,2,0,0,40,2,1,0,0,0,6,6,0,0,14,179,0,2,1.544,1,0,Train
0,2,2015,8,35,26,0,1,2,0,0,0,95,4,2,0,0,0,0,0,0,0,181,179,0,3,0.7704,0,1,Train
1,2,2015,8,35,26,0,1,2,0,0,0,95,1,0,0,0,0,0,0,0,0,14,110,0,2,1.1016,0,0,Train
0,0,2015,8,35,26,0,1,2,0,0,0,95,2,1,0,0,0,0,0,0,0,14,179,0,2,0.896,0,0,Train
0,76,2015,8,35,26,0,4,2,0,0,0,55,4,2,0,0,0,3,3,0,0,156,179,0,2,0.9348,0,3,Train
1,41,2015,8,35,26,0,4,2,0,0,0,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.388,0,3,Train
1,41,2015,8,35,26,0,4,2,0,0,0,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.388,0,3,Train
1,44,2015,8,35,26,0,4,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.0332,0,2,Train
1,93,2015,8,35,26,1,4,2,0,0,0,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.5376,0,0,Train
1,106,2015,8,35,26,2,7,2,2,0,0,95,5,2,0,0,0,6,6,0,0,240,179,0,2,1.62216,0,0,Train
0,57,2015,8,35,26,2,9,2,0,0,0,95,2,1,0,0,0,0,0,0,0,14,179,0,2,0.89016,0,0,Train
1,29,2015,8,35,27,0,1,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.688,0,1,Train
0,1,2015,8,35,27,0,1,2,0,0,0,95,5,2,0,0,0,0,0,1,0,240,179,0,2,1.224,1,2,Train
0,41,2015,8,35,27,0,2,2,0,0,0,95,5,2,0,0,0,3,4,0,0,240,179,0,2,1.232,1,2,Train
0,90,2015,8,35,27,0,3,2,0,0,0,55,5,2,0,0,0,0,0,1,0,240,179,0,2,1.072,0,1,Train
1,57,2015,8,35,27,0,3,2,0,1,2,95,5,2,0,0,0,0,0,1,0,240,179,0,2,1.26136,0,3,Train
1,57,2015,8,35,27,1,3,2,0,1,2,95,4,2,0,0,0,0,0,0,0,134,179,0,2,1.064,0,1,Train
1,41,2015,8,35,27,1,3,2,0,0,0,95,2,1,0,0,0,0,0,0,0,14,179,0,2,0.89872,0,0,Train
1,61,2015,8,35,27,1,3,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.996,0,1,Train
0,49,2015,8,35,27,1,3,2,0,0,0,40,4,2,0,0,0,0,1,0,0,134,179,0,2,0.856,0,0,Train
1,57,2015,8,35,27,1,3,2,0,1,2,95,4,2,0,0,0,0,0,0,0,15,179,0,2,1.064,0,1,Train
1,31,2015,8,35,27,2,3,2,0,0,2,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.528,0,2,Train
1,62,2015,8,35,27,2,3,2,0,0,2,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.3808,0,1,Train
0,43,2015,8,35,27,2,4,2,0,0,0,40,4,2,0,0,0,3,4,0,0,156,179,0,0,0.636,0,0,Train
0,27,2015,8,35,27,2,4,2,0,0,0,84,4,2,0,0,0,3,3,0,0,5,179,0,2,0.96216,0,1,Train
1,106,2015,8,35,27,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.94632,0,2,Train
0,45,2015,8,35,27,2,5,2,0,0,0,55,4,2,0,0,0,3,3,0,0,156,179,0,0,0.60424,0,0,Train
1,106,2015,8,35,27,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.064,0,1,Train
1,108,2015,8,35,27,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.064,0,2,Train
0,49,2015,8,35,27,2,5,2,0,0,0,55,4,2,0,0,0,0,0,0,0,156,179,0,0,0.72312,0,0,Train
0,10,2015,8,35,27,2,5,2,1,0,0,45,2,1,0,0,0,2,2,0,0,250,179,0,2,1.24688,0,2,Train
1,108,2015,8,35,27,2,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.94632,0,1,Train
0,30,2015,8,35,28,0,1,2,0,0,0,40,2,1,0,0,0,0,6,0,0,250,179,0,2,0.92,0,3,Train
1,164,2015,8,35,28,0,1,2,0,0,0,95,4,2,0,0,0,3,3,0,0,134,179,0,3,0.8856,0,0,Train
1,164,2015,8,35,28,0,1,2,0,0,0,95,4,2,0,0,0,3,3,0,0,134,179,0,3,0.8856,0,0,Train
1,164,2015,8,35,28,0,1,2,1,0,0,95,4,2,0,0,0,0,0,0,0,134,179,0,2,0.96304,0,0,Train
0,0,2015,8,35,28,0,2,2,0,0,0,95,2,1,0,0,0,7,7,0,0,14,179,0,2,1.56,0,0,Train
1,46,2015,8,35,28,0,2,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9648,0,1,Train
0,31,2015,8,35,28,0,2,3,0,0,0,16,2,1,0,0,0,0,0,1,0,250,179,0,2,1.408,1,1,Train
0,34,2015,8,35,28,0,2,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9648,1,3,Train
1,66,2015,8,35,28,0,2,2,0,0,0,95,2,1,0,0,0,0,0,0,0,14,179,0,2,0.8964,0,0,Train
0,4,2015,8,35,28,0,2,2,1,0,2,95,5,2,0,0,0,3,6,1,0,242,179,0,2,1.4444,0,2,Train
0,23,2015,8,35,28,0,2,2,0,0,1,40,2,1,0,0,0,0,3,1,0,250,179,0,2,1.432,0,1,Train
0,31,2015,8,35,28,0,2,2,2,0,0,16,2,1,0,0,0,2,2,0,0,250,179,0,2,1.448,1,2,Train
0,32,2015,8,35,28,1,2,2,0,0,0,73,5,2,0,0,0,0,0,0,0,240,179,0,2,0.976,0,1,Train
1,42,2015,8,35,28,1,2,2,2,0,0,95,5,2,0,0,0,6,6,1,0,240,179,0,2,1.56,0,2,Train
0,30,2015,8,35,28,1,2,2,0,0,2,95,2,1,0,0,0,3,3,1,0,14,179,0,2,1.472,0,0,Train
1,30,2015,8,35,28,1,2,2,0,0,2,95,2,1,0,0,0,0,0,0,0,250,179,0,2,1.216,0,0,Train
0,10,2015,8,35,28,1,2,2,0,0,0,95,2,1,0,0,0,0,0,0,0,250,179,0,3,1.02136,0,1,Train
0,11,2015,8,35,28,1,2,2,0,0,0,95,2,1,0,0,0,0,0,0,0,250,179,0,3,1.02136,0,1,Train
0,11,2015,8,35,28,1,2,2,1,0,0,95,4,2,0,0,0,0,2,0,0,5,179,0,2,0.91304,0,1,Train
0,8,2015,8,35,28,1,2,2,0,0,0,24,5,2,0,0,0,3,3,0,0,241,179,0,2,0.9096,0,2,Train
0,39,2015,8,35,28,1,2,2,0,0,0,95,5,2,0,0,0,0,3,1,0,240,179,0,2,0.9648,0,2,Train
0,4,2015,8,35,28,0,1,2,0,0,0,95,5,2,0,0,0,0,3,0,0,240,179,0,2,1.32,1,1,Train
0,34,2015,8,35,28,0,2,2,0,1,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9648,0,3,Train
1,55,2015,8,35,28,0,2,2,0,0,2,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.312,0,2,Train
0,25,2015,8,35,28,2,2,2,0,0,1,44,2,1,0,0,0,5,5,1,0,250,179,0,2,1.664,0,2,Train
0,106,2015,8,35,28,2,2,2,0,0,0,95,2,1,0,0,0,4,5,0,0,250,179,0,2,1.332,1,1,Train
0,30,2015,8,35,28,2,3,2,0,0,0,98,5,2,0,0,0,0,0,0,0,240,179,0,2,0.80928,0,2,Train
1,1,2015,8,35,28,2,3,2,0,0,0,95,2,1,0,0,0,0,2,0,0,14,179,0,2,1.0448,0,1,Train
1,22,2015,8,35,28,2,4,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.16,0,1,Train
1,42,2015,8,35,28,2,4,2,1,0,2,95,2,1,0,0,0,0,0,1,0,250,179,0,2,1.264,0,1,Train
0,67,2015,8,35,28,2,4,2,0,0,0,55,5,2,0,0,0,0,0,0,0,240,179,0,2,0.87864,0,0,Train
1,35,2015,8,35,28,2,4,2,2,0,0,95,2,1,0,0,0,2,2,0,0,14,179,0,2,1.13336,0,2,Train
0,21,2015,8,35,28,2,4,2,0,0,2,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.4,0,1,Train
0,50,2015,8,35,28,2,5,2,0,0,0,97,4,2,0,0,0,0,0,0,0,142,179,0,0,0.78904,0,0,Train
0,28,2015,8,35,28,2,5,2,0,0,2,40,5,2,0,0,0,4,4,0,0,240,179,0,2,1.32912,0,0,Train
0,30,2015,8,35,28,2,5,2,0,0,0,45,2,1,0,0,0,5,5,0,0,250,179,0,2,1.20568,0,0,Train
0,127,2015,8,35,28,2,3,2,0,0,0,95,4,2,0,0,0,0,0,0,0,147,179,0,2,0.78192,0,1,Train
1,29,2015,8,35,28,2,5,2,2,0,0,95,5,2,0,0,0,7,7,0,0,240,179,0,2,1.51888,0,0,Train
0,66,2015,8,35,28,2,5,2,0,0,0,45,4,2,0,0,0,4,4,0,0,40,179,0,2,0.78,0,0,Train
1,59,2015,8,35,28,2,7,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,0.98488,0,0,Train
0,28,2015,8,35,28,2,3,2,0,0,0,95,2,1,0,0,0,0,0,0,0,250,179,0,2,0.8384,1,0,Train
1,59,2015,8,35,29,1,1,2,0,0,0,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.312,0,2,Train
0,0,2015,8,35,29,1,1,2,0,0,0,40,5,2,0,0,0,0,2,0,0,240,179,0,2,1.072,0,1,Train
0,47,2015,8,35,29,1,1,2,0,0,0,95,5,2,0,0,0,0,3,0,0,240,179,0,2,1.168,1,2,Train
0,47,2015,8,35,29,2,1,1,0,0,0,16,5,2,0,0,0,0,0,0,0,241,179,0,2,0.82544,0,1,Train
0,47,2015,8,35,29,2,1,2,0,0,0,95,5,2,0,0,0,0,2,0,0,241,179,0,2,0.82544,0,1,Train
0,57,2015,8,35,29,0,1,2,0,0,2,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.312,0,0,Train
0,1,2015,8,35,29,2,2,2,0,0,2,95,2,1,0,0,0,0,3,1,0,14,179,0,3,1.14,0,1,Train
0,4,2015,8,35,29,2,2,2,0,0,0,95,4,2,0,0,0,0,0,0,0,67,179,0,2,0.62,1,0,Train
1,32,2015,8,35,29,2,3,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.0816,0,2,Train
1,24,2015,8,35,29,2,3,2,0,0,2,95,4,1,0,0,0,0,0,0,0,14,179,0,2,1.192,0,0,Train
0,11,2015,8,35,29,2,3,2,0,0,2,95,5,2,0,0,0,3,3,1,0,240,179,0,2,1.1232,1,2,Train
0,136,2015,8,35,29,2,3,2,0,0,0,95,2,1,0,0,0,0,0,0,0,14,179,0,2,0.896,0,2,Train
0,2,2015,8,35,29,2,4,3,0,0,0,95,2,1,0,0,0,2,2,5,0,14,179,0,2,1.386,0,0,Train
1,54,2015,8,35,29,2,4,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.972,0,0,Train
1,87,2015,8,35,29,2,5,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,0.98288,0,0,Train
1,98,2015,8,35,29,2,6,2,0,0,0,95,4,2,0,0,0,4,4,0,0,15,179,0,2,1.0472,0,0,Train
0,9,2015,8,35,29,2,5,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,1.168,1,2,Train
0,2,2015,8,36,30,1,0,2,0,0,0,95,2,1,0,0,0,0,3,0,0,14,179,0,2,1.232,1,0,Train
0,11,2015,8,36,30,2,0,2,0,1,0,95,5,2,0,0,0,0,0,1,0,240,179,0,2,0.828,1,4,Train
0,11,2015,8,36,30,2,0,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.828,1,3,Train
1,69,2015,8,36,30,2,1,2,0,0,0,95,2,1,0,0,0,0,0,0,0,250,179,0,2,1.03464,0,1,Train
0,37,2015,8,36,30,2,1,2,0,0,2,84,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9216,1,0,Train
0,103,2015,8,36,30,2,1,2,0,0,0,45,5,2,0,0,0,0,0,0,0,147,179,0,2,0.57376,0,0,Train
0,5,2015,8,36,30,2,2,2,0,0,0,45,4,2,0,0,0,3,3,0,0,142,179,0,0,0.8544,0,0,Train
0,34,2015,8,36,30,2,2,2,0,0,0,45,5,2,0,0,0,0,0,0,0,241,179,0,2,0.57352,0,1,Train
0,44,2015,8,36,30,2,3,2,0,0,0,55,2,1,0,0,0,4,5,0,0,250,179,0,2,1.0896,0,2,Train
0,83,2015,8,36,30,2,4,2,0,0,0,97,5,2,0,0,0,3,3,0,0,240,179,0,2,0.89864,1,1,Train
0,83,2015,8,36,30,2,4,2,0,0,0,97,5,2,0,0,0,3,3,0,0,240,179,0,2,0.89864,0,1,Train
1,72,2015,8,36,30,2,4,2,0,0,2,95,2,1,0,0,0,4,4,0,0,14,179,0,2,1.26136,0,0,Train
1,143,2015,8,36,30,2,5,2,2,0,0,95,5,2,0,0,0,6,6,0,0,240,179,0,2,1.32,0,2,Train
1,47,2015,8,36,30,2,5,1,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.90744,0,0,Train
1,104,2015,8,36,30,2,5,2,0,0,2,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.29032,0,1,Train
0,25,2015,8,36,30,2,5,2,0,0,2,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.34288,1,0,Train
0,82,2015,8,36,30,2,5,2,0,0,0,44,5,2,0,0,0,5,5,0,0,241,179,0,2,0.82456,0,1,Train
1,104,2015,8,36,30,2,5,2,0,0,2,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.29032,0,0,Train
1,346,2015,8,36,30,4,8,2,0,0,0,95,4,2,0,0,0,0,0,0,0,171,179,0,2,0.7704,0,0,Train
0,0,2015,8,36,31,1,0,2,0,0,0,107,5,2,0,0,0,0,0,0,0,241,179,0,2,0.74288,0,1,Train
0,35,2015,8,36,31,1,1,3,0,0,0,95,2,1,0,0,0,0,0,0,0,250,179,0,2,1.024,1,1,Train
0,34,2015,8,36,31,1,1,2,0,0,2,59,5,2,0,0,0,0,0,0,0,240,179,0,2,0.9216,0,1,Train
0,83,2015,8,36,31,1,1,1,0,0,0,10,5,2,0,0,0,0,0,0,0,240,179,0,2,0.6444,0,0,Train
0,41,2015,8,36,31,1,2,2,0,0,0,40,5,2,0,0,0,3,3,0,0,240,179,0,2,0.96264,0,1,Train
0,26,2015,8,36,31,1,2,2,0,0,0,44,5,2,0,0,0,3,3,0,0,240,179,0,2,1.01336,0,2,Train
1,143,2015,8,36,31,1,2,2,0,0,0,95,5,2,0,0,0,4,4,0,0,240,179,0,2,1.04264,0,3,Train
0,26,2015,8,36,31,1,2,2,0,0,0,106,5,2,0,0,0,0,0,0,0,241,179,0,2,0.60368,0,1,Train
1,0,2015,8,36,31,1,2,2,0,0,0,95,5,2,0,0,0,0,0,0,0,242,179,0,2,0.77064,0,1,Train
1,42,2015,8,36,31,1,2,2,1,0,0,95,5,2,0,0,0,0,0,0,0,242,179,0,2,0.94264,0,2,Train
0,6,2015,8,36,31,1,2,2,0,0,0,40,5,2,0,0,0,3,3,0,0,240,179,0,2,0.96264,0,1,Train
0,28,2015,8,36,31,1,2,2,0,1,0,40,5,2,0,0,0,0,0,0,0,240,179,0,2,0.784,0,2,Train
0,26,2015,8,36,31,1,3,2,2,0,2,95,2,1,0,0,0,2,2,3,0,250,179,0,2,1.244,0,0,Train
0,10,2015,8,36,31,1,3,2,0,0,0,95,4,2,0,0,0,4,4,0,0,142,179,0,0,0.9808,0,0,Train
0,59,2015,8,36,31,1,3,2,0,0,2,95,4,2,0,0,0,3,3,0,0,15,179,0,2,0.844,0,2,Train
1,159,2015,8,36,31,1,4,2,0,0,0,95,5,2,0,0,0,3,3,0,0,240,179,0,2,0.81152,0,0,Train
1,124,2015,8,36,31,1,5,2,0,0,0,95,5,2,0,0,0,6,6,0,0,240,179,0,2,1.28,0,0,Train
1,60,2015,8,36,31,1,5,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,0.964,0,1,Train
0,26,2015,8,36,31,2,5,2,0,0,0,84,5,2,0,0,0,0,0,0,0,240,179,0,2,1.01032,0,2,Train
0,160,2015,8,36,31,3,7,2,0,0,0,55,4,2,0,0,0,4,4,0,0,175,179,0,2,0.702,0,0,Train
0,68,2015,8,36,31,3,8,2,0,0,0,55,5,2,0,0,0,3,3,0,0,240,179,0,2,0.9084,0,3,Train
0,78,2015,8,31,1,1,1,2,0,0,0,95,2,1,0,0,0,5,5,1,0,14,179,0,2,1.2,1,2,Train
0,9,2015,8,35,24,1,3,2,0,0,2,95,2,1,0,0,0,6,6,2,0,14,179,0,2,1.64,0,0,Train
0,89,2015,8,35,29,2,2,2,0,0,0,95,2,1,0,0,1,6,6,1,0,14,179,0,2,1.288,1,0,Train
0,0,2015,8,31,1,0,1,2,0,0,0,95,2,1,0,0,1,6,6,0,0,14,179,0,2,1.6,1,1,Train
0,5,2015,8,35,23,2,0,2,1,0,0,95,2,1,0,0,2,0,4,0,0,14,179,0,2,1.04,1,2,Train
0,113,2015,8,31,1,18,42,1,0,0,2,95,2,1,0,0,0,4,4,0,0,14,179,0,2,0.884,0,3,Train
0,109,2015,8,33,9,2,5,2,0,0,2,95,4,2,0,0,0,3,3,0,0,105,179,0,2,1.37904,0,0,Train
0,52,2015,8,36,31,3,7,2,0,0,0,95,2,1,0,0,0,3,3,1,0,14,179,0,2,0.904,0,0,Train
0,119,2015,8,32,7,0,2,2,0,0,0,95,5,2,0,0,1,4,4,0,0,240,179,0,2,1.312,1,2,Train
0,88,2015,8,35,23,2,5,2,1,0,2,95,5,2,0,0,1,4,5,0,0,14,179,0,2,1.892,1,3,Train
0,167,2015,8,33,11,3,10,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.072,0,2,Train
0,224,2015,8,33,14,2,3,2,0,0,0,95,5,2,0,0,0,0,0,0,0,240,179,0,2,1.072,0,0,Train
0,151,2015,8,32,4,2,8,2,0,0,2,95,2,1,0,0,0,0,0,2,0,14,179,0,2,1.176,0,1,Train
0,75,2015,8,34,22,2,5,3,0,0,0,95,2,1,0,0,0,3,3,2,0,14,179,0,2,1.4,0,0,Train
0,21,2015,8,33,13,2,3,3,0,0,0,95,2,1,0,0,0,3,4,1,0,14,179,0,3,1.7776,0,1,Train
0,110,2015,8,32,8,2,5,2,0,0,0,95,4,2,0,0,0,0,0,0,0,15,179,0,2,0.856,0,1,Train
0,181,2015,8,33,10,3,6,3,0,0,2,95,2,1,0,0,0,0,0,0,0,14,179,0,2,1.26664,0,1,Train
0,10,2015,8,34,18,0,4,2,2,0,0,95,5,2,0,0,0,2,2,1,0,242,179,0,2,1.732,0,1,Train
0,159,2015,8,33,10,3,10,2,0,0,0,95,2,1,0,0,0,4,4,0,0,14,179,0,3,1.1808,0,1,Train
1,195,2015,8,32,4,0,5,2,0,0,2,95,2,1,0,2,0,4,4,0,0,14,179,0,2,1.488,0,2,Train
1,195,2015,8,32,4,0,5,2,0,0,2,95,2,1,0,2,0,4,4,0,0,14,179,0,2,1.488,0,2,Train
1,216,2015,8,32,8,2,5,2,2,0,2,95,5,2,0,1,0,7,7,0,0,240,179,0,2,1.952,0,2,Train
1,187,2015,8,32,4,0,5,2,0,0,2,95,5,2,1,1,0,4,4,0,0,240,179,0,2,0.528,0,2,Train
1,267,2015,8,33,12,0,2,2,0,0,2,95,5,2,0,1,0,4,4,0,0,240,179,0,2,1.568,0,0,Train
1,210,2015,8,35,25,0,5,2,0,0,0,95,5,2,0,1,0,0,0,0,0,240,179,0,2,1.072,0,1,Train
